content_id,content_type,is_indie
C008020,song,True
C006903,song,False
C009134,song,False
C000299,song,False
C015718,audiobook,False
C006512,song,True
C007318,song,False
C018441,song,False
C033013,podcast_episode,False
C003566,song,False
C003682,song,False
C020993,podcast_episode,False
C010351,song,False
C021580,song,True
C012053,podcast_episode,False
C018414,podcast_episode,False
C013801,audiobook,False
C028082,song,False
C003109,podcast_episode,True
C016452,album,False
C029376,audiobook,True
C011492,song,True
C028097,song,False
C002113,song,False
C009515,song,False
C015127,podcast_episode,False
C022148,podcast_episode,False
C002182,song,False
C032167,song,False
C017073,audiobook,True
C022779,song,False
C031279,album,False
C013368,song,False
C023138,podcast_episode,False
C024884,song,True
C007262,song,False
C014948,song,False
C029587,album,False
C000151,song,False
C024396,song,True
C021935,song,False
C012129,song,True
C006263,song,True
C029411,song,True
C019239,audiobook,True
C024982,song,False
C005269,album,True
C033593,podcast_episode,False
C007482,podcast_episode,False
C027577,audiobook,False
C025594,song,True
C008986,song,False
C033690,song,False
C029722,song,False
C029214,podcast_episode,False
C027390,podcast_episode,False
C002198,podcast_episode,False
C033813,song,True
C014123,song,False
C007427,song,True
C022000,song,False
C001300,song,False
C030757,podcast_episode,False
C033223,audiobook,False
C009758,podcast_episode,False
C011636,song,False
C011611,podcast_episode,True
C014636,song,False
C030687,song,False
C005171,podcast_episode,False
C022359,song,True
C033181,song,False
C000203,song,False
C001251,song,True
C009394,podcast_episode,False
C025307,song,False
C021216,song,False
C000936,podcast_episode,False
C012273,album,False
C023697,song,False
C029690,song,False
C002064,song,False
C017354,album,True
C012349,podcast_episode,True
C018522,podcast_episode,False
C002700,podcast_episode,False
C005299,song,False
C019416,song,False
C030355,podcast_episode,False
C009805,podcast_episode,False
C025345,song,True
C000852,song,True
C015971,album,True
C008896,podcast_episode,True
C017109,song,False
C014770,podcast_episode,False
C003168,song,True
C024950,podcast_episode,False
C016904,podcast_episode,True
C017784,podcast_episode,True
C001384,song,False
C014686,podcast_episode,False
C024707,audiobook,False
C022624,song,False
C018532,podcast_episode,False
C030869,song,False
C023190,song,False
C005015,podcast_episode,True
C021324,song,True
C024369,podcast_episode,False
C007371,podcast_episode,False
C002608,audiobook,False
C029455,podcast_episode,False
C018760,song,False
C012456,podcast_episode,False
C005767,song,False
C027646,album,False
C009900,audiobook,True
C026966,podcast_episode,False
C025283,song,False
C009324,podcast_episode,True
C029900,song,True
C031099,podcast_episode,False
C001778,song,False
C004244,album,True
C033186,podcast_episode,False
C007708,song,False
C018055,podcast_episode,False
C009779,song,False
C025332,podcast_episode,False
C006803,podcast_episode,False
C032835,podcast_episode,False
C001369,song,True
C012238,song,False
C020905,song,False
C021991,podcast_episode,True
C013783,song,False
C017815,song,False
C025096,song,False
C020594,song,False
C006893,podcast_episode,True
C025376,podcast_episode,True
C018137,song,False
C025891,album,False
C008550,song,False
C000297,podcast_episode,False
C032896,song,True
C002666,podcast_episode,False
C021955,song,False
C012811,song,False
C022833,song,False
C032211,song,False
C017971,song,False
C012325,podcast_episode,False
C026305,album,False
C024220,song,False
C023501,song,False
C029765,song,False
C001065,song,True
C031240,album,False
C020090,album,False
C023189,song,False
C031127,podcast_episode,False
C000044,podcast_episode,True
C024340,podcast_episode,False
C022585,song,False
C010414,podcast_episode,True
C008904,song,False
C000374,podcast_episode,True
C033542,album,True
C013460,podcast_episode,False
C015203,podcast_episode,False
C020137,song,False
C028724,song,False
C018256,podcast_episode,True
C025146,song,False
C007476,song,False
C023068,album,True
C028955,audiobook,False
C020854,song,True
C007306,song,False
C022423,podcast_episode,False
C011329,album,False
C027061,audiobook,False
C009089,album,True
C009791,podcast_episode,False
C007841,song,False
C025383,song,True
C025660,podcast_episode,False
C000934,song,False
C031694,podcast_episode,False
C010671,podcast_episode,False
C014653,song,False
C025958,album,False
C010212,song,False
C020022,podcast_episode,True
C000513,audiobook,False
C000879,audiobook,False
C013209,song,False
C033032,podcast_episode,True
C001414,podcast_episode,False
C002125,audiobook,True
C004436,song,True
C029596,song,False
C030031,song,False
C016077,podcast_episode,False
C028284,song,False
C018234,song,False
C027643,podcast_episode,False
C033561,song,False
C006153,podcast_episode,True
C010690,song,False
C008418,podcast_episode,True
C022832,song,True
C026615,song,True
C001704,song,False
C029460,podcast_episode,False
C003363,song,True
C026972,song,False
C008204,song,True
C021408,album,True
C014787,album,False
C031842,song,True
C018976,podcast_episode,False
C000755,song,False
C012752,song,False
C012219,podcast_episode,True
C018769,podcast_episode,False
C032759,song,False
C014791,album,True
C006501,song,False
C024961,song,False
C017456,song,True
C029268,album,False
C024279,song,False
C031747,podcast_episode,True
C006375,song,False
C015575,audiobook,False
C015587,podcast_episode,False
C024737,podcast_episode,False
C014001,song,False
C000990,song,True
C004427,album,False
C031724,audiobook,True
C027247,song,False
C014438,podcast_episode,False
C029062,song,False
C029235,album,False
C016351,song,False
C016404,song,False
C012788,podcast_episode,True
C006834,podcast_episode,False
C031091,podcast_episode,False
C030864,song,False
C033047,song,True
C017017,album,True
C016650,album,True
C020582,audiobook,False
C013057,song,False
C003869,song,False
C031570,song,True
C024474,song,False
C008175,song,False
C025661,podcast_episode,False
C029982,podcast_episode,False
C013962,album,False
C026345,podcast_episode,False
C000341,song,False
C016890,song,True
C027473,podcast_episode,True
C019332,song,False
C026760,song,False
C002304,song,False
C014210,album,False
C018557,podcast_episode,False
C020091,podcast_episode,False
C011342,song,False
C029856,song,False
C024723,song,False
C009148,album,True
C009450,song,False
C010750,song,False
C012035,song,True
C002313,song,False
C003062,podcast_episode,False
C032863,podcast_episode,False
C000694,album,False
C018491,podcast_episode,False
C000076,album,False
C013764,song,False
C032590,song,False
C025002,audiobook,False
C015408,song,False
C033166,song,False
C011072,album,True
C021870,song,True
C022819,song,False
C005018,podcast_episode,True
C007328,podcast_episode,False
C018673,song,False
C021407,album,True
C023632,album,False
C017725,album,True
C018453,podcast_episode,False
C021919,podcast_episode,False
C001027,podcast_episode,False
C032268,podcast_episode,True
C010642,podcast_episode,False
C001349,song,True
C006629,podcast_episode,False
C024378,song,False
C022454,audiobook,True
C009796,song,True
C031545,podcast_episode,False
C019671,song,False
C017176,song,False
C024686,song,True
C024277,podcast_episode,False
C022556,song,False
C006307,song,True
C022486,song,False
C005024,podcast_episode,False
C006728,song,False
C020353,song,False
C009581,audiobook,False
C010513,song,True
C025749,podcast_episode,False
C001886,audiobook,False
C000202,song,False
C024535,song,True
C032420,podcast_episode,True
C017956,album,False
C005863,song,False
C005719,song,False
C027098,album,False
C027200,song,False
C013580,song,False
C019655,song,True
C023364,podcast_episode,False
C009856,song,True
C008476,song,False
C011540,song,False
C012596,song,False
C022857,song,False
C025976,song,True
C029635,podcast_episode,False
C032822,podcast_episode,True
C026904,song,True
C001023,audiobook,False
C011363,podcast_episode,True
C027847,song,False
C033521,album,True
C023596,song,False
C019559,song,False
C010552,album,True
C013213,song,False
C018725,podcast_episode,True
C001546,album,False
C022325,song,False
C030811,song,False
C005991,podcast_episode,False
C002901,song,False
C032763,song,False
C026216,song,False
C023703,song,False
C000115,podcast_episode,True
C011610,podcast_episode,True
C031968,audiobook,False
C004982,song,False
C030475,song,True
C004534,song,False
C018144,podcast_episode,True
C005411,audiobook,True
C010168,song,False
C020772,song,False
C006679,song,True
C017072,album,True
C010198,audiobook,False
C000759,song,True
C001255,song,True
C011765,song,True
C017546,podcast_episode,True
C033800,audiobook,False
C009661,podcast_episode,True
C019575,song,False
C011162,song,False
C022019,song,False
C021179,song,False
C029270,song,False
C026380,album,False
C019246,podcast_episode,True
C026998,song,False
C014425,audiobook,False
C018287,audiobook,False
C027090,song,False
C000747,song,False
C023041,song,True
C004012,podcast_episode,False
C012310,song,False
C000688,podcast_episode,True
C006234,podcast_episode,False
C021853,song,False
C010997,song,True
C006890,song,False
C022004,podcast_episode,False
C019043,song,False
C018271,song,True
C028671,podcast_episode,True
C000517,album,False
C012762,podcast_episode,True
C003685,album,False
C006356,album,True
C031291,album,False
C023008,song,False
C028873,song,False
C015457,song,False
C030705,audiobook,False
C023773,podcast_episode,False
C000837,podcast_episode,False
C001256,podcast_episode,True
C026419,podcast_episode,True
C032855,album,False
C006085,audiobook,False
C007465,album,False
C008010,album,True
C000475,song,True
C007498,podcast_episode,False
C024752,podcast_episode,True
C008811,song,True
C024931,podcast_episode,False
C003929,podcast_episode,True
C031258,song,False
C006761,song,False
C008116,audiobook,False
C028148,podcast_episode,False
C018201,song,True
C017550,podcast_episode,False
C033121,song,False
C020613,album,False
C030675,song,True
C030874,podcast_episode,True
C011769,song,False
C030316,podcast_episode,False
C030184,podcast_episode,False
C004054,podcast_episode,False
C012624,song,True
C005406,podcast_episode,False
C009543,album,False
C018497,song,False
C011875,song,True
C006731,podcast_episode,True
C024943,song,False
C000255,song,False
C024366,podcast_episode,False
C023558,song,True
C010746,song,False
C002806,audiobook,False
C030605,song,False
C001222,podcast_episode,False
C002292,podcast_episode,True
C012143,album,False
C022816,song,False
C003085,audiobook,True
C004706,song,False
C016865,album,False
C013135,podcast_episode,True
C025805,album,False
C032704,album,False
C005479,album,False
C002188,podcast_episode,False
C004251,song,True
C002956,album,False
C029165,song,False
C008601,podcast_episode,False
C004091,podcast_episode,False
C023496,song,False
C006403,song,True
C024093,audiobook,True
C033475,podcast_episode,False
C016592,song,True
C017170,song,False
C008489,audiobook,False
C004312,podcast_episode,False
C026534,podcast_episode,False
C011995,album,True
C018955,podcast_episode,False
C032065,podcast_episode,False
C010332,song,True
C025825,podcast_episode,False
C027545,song,False
C027599,song,True
C002171,album,False
C028223,song,False
C021321,song,False
C028605,podcast_episode,True
C031590,podcast_episode,False
C011586,podcast_episode,False
C008987,podcast_episode,False
C024603,album,False
C028359,song,False
C021440,podcast_episode,False
C002682,podcast_episode,False
C031280,podcast_episode,False
C005814,song,False
C015187,song,False
C013195,song,True
C006583,song,False
C003044,album,False
C002444,podcast_episode,True
C030346,podcast_episode,False
C018750,podcast_episode,False
C013492,audiobook,True
C026770,song,True
C015693,podcast_episode,False
C006210,podcast_episode,False
C022769,song,True
C029831,podcast_episode,True
C009992,song,True
C007271,podcast_episode,True
C021892,song,False
C000887,song,True
C016069,song,True
C000537,audiobook,False
C009334,audiobook,True
C019656,podcast_episode,True
C021396,podcast_episode,False
C008067,podcast_episode,True
C015415,podcast_episode,False
C017211,song,True
C024984,song,False
C004338,song,True
C017934,song,False
C020798,song,False
C009686,podcast_episode,True
C004864,podcast_episode,True
C010258,audiobook,False
C029463,song,False
C024175,podcast_episode,False
C001842,podcast_episode,False
C020457,album,True
C011089,podcast_episode,False
C007474,album,False
C021080,song,False
C017400,song,False
C008354,song,False
C029441,podcast_episode,False
C020399,podcast_episode,True
C021352,song,True
C021400,podcast_episode,True
C025840,song,False
C033296,podcast_episode,False
C000553,podcast_episode,False
C000112,album,False
C004884,podcast_episode,False
C016882,song,False
C026580,song,False
C029888,podcast_episode,False
C015662,podcast_episode,True
C026955,audiobook,False
C012992,podcast_episode,True
C019268,song,False
C024957,podcast_episode,True
C002683,podcast_episode,True
C010190,song,True
C023660,podcast_episode,True
C027628,album,True
C002588,song,False
C011206,song,False
C000465,song,False
C032729,song,True
C011182,podcast_episode,False
C008524,song,True
C025168,song,True
C024883,podcast_episode,False
C029019,album,True
C029354,song,True
C022467,song,True
C022666,podcast_episode,True
C013452,album,False
C016096,podcast_episode,False
C030566,podcast_episode,False
C005915,song,False
C008575,song,False
C027580,audiobook,False
C003610,song,False
C021503,album,False
C003068,song,False
C010014,song,False
C020626,song,False
C021885,song,False
C031157,song,False
C026304,album,False
C006529,audiobook,False
C018375,song,False
C023473,song,False
C001167,song,False
C025154,audiobook,True
C011387,song,False
C005225,song,False
C006370,podcast_episode,False
C025666,song,False
C026111,audiobook,False
C023540,album,True
C021607,podcast_episode,False
C033868,podcast_episode,True
C007932,podcast_episode,False
C011333,podcast_episode,False
C004515,podcast_episode,False
C016643,album,True
C006219,podcast_episode,False
C025147,podcast_episode,False
C024721,podcast_episode,False
C001478,album,True
C016286,podcast_episode,True
C005533,podcast_episode,True
C020676,album,False
C001921,song,False
C020283,audiobook,True
C001815,podcast_episode,False
C032473,song,False
C027014,song,False
C013303,song,True
C021470,podcast_episode,False
C005694,song,False
C010605,album,False
C022294,podcast_episode,False
C003625,album,False
C000020,podcast_episode,False
C010098,song,False
C019981,song,True
C011040,song,True
C030783,song,False
C010200,song,False
C001948,song,False
C006034,song,False
C028638,audiobook,False
C023167,song,True
C019218,album,False
C010242,song,False
C030481,album,False
C011147,song,False
C019118,podcast_episode,False
C024840,podcast_episode,True
C031112,song,False
C002364,podcast_episode,True
C025058,podcast_episode,False
C018500,song,False
C032794,album,False
C016034,podcast_episode,False
C029158,song,False
C029970,song,False
C026071,song,True
C003132,song,True
C018101,song,False
C003663,song,False
C030622,podcast_episode,True
C003595,podcast_episode,True
C004399,album,False
C020641,song,True
C015184,song,False
C026756,song,True
C023734,podcast_episode,True
C010856,album,False
C002226,song,False
C001684,podcast_episode,False
C019997,podcast_episode,True
C025910,song,False
C015797,song,False
C009642,song,True
C001239,song,False
C026597,podcast_episode,False
C001700,podcast_episode,False
C010296,podcast_episode,True
C025241,song,False
C009081,podcast_episode,False
C013211,song,False
C007689,podcast_episode,False
C017947,song,False
C019511,song,True
C000349,song,False
C011714,song,True
C021821,song,True
C030602,podcast_episode,False
C025908,album,False
C017860,podcast_episode,False
C008835,song,False
C021113,podcast_episode,False
C007844,podcast_episode,False
C009821,song,False
C020902,song,True
C000900,album,True
C028350,song,False
C020379,song,True
C012197,audiobook,False
C024447,song,False
C004416,song,False
C032320,audiobook,False
C008586,song,False
C008735,song,False
C030588,song,False
C018240,podcast_episode,False
C019183,podcast_episode,False
C030528,song,False
C002931,album,False
C031116,song,True
C015821,podcast_episode,False
C018961,podcast_episode,True
C029761,song,False
C033617,song,False
C024919,song,False
C031557,album,False
C008077,song,False
C001755,song,True
C020041,song,False
C033120,song,True
C025917,song,False
C031543,song,False
C002050,song,False
C016756,song,False
C032529,song,False
C030283,album,False
C028502,song,False
C015249,song,True
C004720,podcast_episode,True
C001750,song,True
C003841,song,False
C012036,podcast_episode,True
C024171,song,True
C014739,song,True
C001145,song,False
C004293,album,True
C019520,podcast_episode,False
C018652,podcast_episode,False
C033477,podcast_episode,False
C026467,album,False
C024123,song,False
C020991,song,False
C003478,song,False
C018446,album,False
C018934,song,False
C000065,podcast_episode,False
C019434,song,True
C014253,song,False
C024443,song,False
C021261,podcast_episode,False
C018986,album,False
C020978,podcast_episode,False
C012332,song,False
C027073,podcast_episode,False
C024386,podcast_episode,True
C006578,podcast_episode,True
C001930,song,False
C032168,podcast_episode,True
C011799,song,False
C016680,audiobook,False
C011140,song,False
C010781,song,False
C023422,song,True
C007466,podcast_episode,False
C021880,song,True
C021769,song,False
C005142,song,True
C001202,song,False
C012527,song,False
C029829,podcast_episode,False
C008780,song,False
C007093,album,False
C028272,song,False
C001643,song,False
C018570,podcast_episode,True
C021613,podcast_episode,False
C013897,podcast_episode,True
C015953,song,True
C003353,song,False
C009226,podcast_episode,False
C006298,podcast_episode,True
C004988,song,True
C032976,podcast_episode,False
C002324,album,False
C020004,song,False
C018015,song,True
C000615,song,True
C002194,podcast_episode,False
C011335,podcast_episode,True
C008642,song,False
C031066,song,False
C030442,album,True
C012256,album,True
C032765,song,False
C009144,song,True
C014651,podcast_episode,False
C008205,podcast_episode,False
C007253,song,False
C028975,album,False
C014363,podcast_episode,False
C028069,song,False
C029425,song,False
C005784,song,False
C028670,podcast_episode,False
C009620,song,False
C019796,song,True
C014204,song,True
C015407,album,False
C025139,album,True
C004021,podcast_episode,True
C012014,podcast_episode,True
C022719,song,False
C026934,podcast_episode,False
C018995,podcast_episode,False
C032738,song,False
C031222,song,False
C007826,song,True
C019287,podcast_episode,False
C026717,song,True
C026502,song,False
C004302,song,True
C030930,song,True
C007103,song,True
C033763,song,False
C005347,podcast_episode,False
C024146,song,False
C033550,podcast_episode,False
C026422,song,False
C002563,podcast_episode,False
C007618,podcast_episode,False
C027502,song,False
C017037,podcast_episode,False
C007347,podcast_episode,False
C001299,audiobook,True
C016850,podcast_episode,False
C011232,song,False
C014559,song,True
C009935,song,True
C013674,song,False
C003734,podcast_episode,False
C001824,album,False
C009700,podcast_episode,True
C022060,song,True
C019993,song,False
C009946,podcast_episode,False
C008420,song,False
C009514,song,False
C018521,podcast_episode,True
C001892,album,True
C019196,song,False
C031871,song,False
C030730,podcast_episode,False
C027457,podcast_episode,False
C012635,song,True
C000809,podcast_episode,False
C005890,song,True
C018855,song,False
C006093,song,False
C023484,song,False
C008941,podcast_episode,False
C027277,album,True
C005367,podcast_episode,False
C023882,podcast_episode,False
C005373,song,False
C014054,podcast_episode,True
C005536,song,False
C012225,album,True
C007367,song,False
C023884,song,False
C021104,podcast_episode,False
C033516,album,True
C004379,song,False
C028098,audiobook,True
C012395,album,True
C012422,song,True
C010962,song,False
C026455,podcast_episode,False
C027658,podcast_episode,True
C026125,podcast_episode,False
C031221,podcast_episode,True
C024246,audiobook,False
C030908,song,True
C009710,podcast_episode,True
C018257,song,True
C020576,song,False
C025436,podcast_episode,True
C026869,song,False
C013778,song,True
C005396,song,False
C005196,song,False
C027947,podcast_episode,True
C011198,song,False
C020858,podcast_episode,True
C013180,song,False
C022192,podcast_episode,True
C016525,song,False
C016880,podcast_episode,False
C023069,podcast_episode,False
C023556,audiobook,False
C015893,song,False
C010889,podcast_episode,False
C019476,podcast_episode,True
C031987,audiobook,False
C010407,audiobook,True
C024946,song,False
C032057,song,False
C004504,album,False
C025833,album,False
C000271,podcast_episode,True
C033709,song,False
C026383,song,True
C004806,song,False
C027211,podcast_episode,False
C018924,podcast_episode,False
C030253,podcast_episode,True
C006975,song,False
C018631,song,False
C030515,song,False
C004017,podcast_episode,False
C024320,song,False
C020037,audiobook,True
C007621,song,False
C029571,podcast_episode,False
C023433,song,True
C025111,song,False
C015467,podcast_episode,False
C016437,podcast_episode,False
C019788,song,True
C008221,podcast_episode,False
C013904,song,False
C030467,album,False
C007010,song,False
C010751,song,False
C020857,album,False
C014236,podcast_episode,False
C006645,podcast_episode,False
C008122,song,False
C032780,podcast_episode,False
C014828,song,True
C018341,album,True
C013203,podcast_episode,True
C022629,podcast_episode,False
C025644,podcast_episode,False
C000607,song,False
C010282,song,True
C025264,podcast_episode,False
C021971,audiobook,True
C004112,album,True
C004004,song,True
C026851,podcast_episode,True
C032413,podcast_episode,True
C005124,song,False
C026610,album,False
C021702,song,False
C025150,podcast_episode,False
C018428,song,True
C017607,audiobook,True
C020461,podcast_episode,False
C020729,podcast_episode,True
C008557,song,False
C004346,album,False
C007411,song,False
C001240,album,False
C013645,podcast_episode,False
C018590,song,False
C003956,podcast_episode,True
C026995,song,True
C021376,podcast_episode,True
C015545,podcast_episode,False
C012949,song,True
C004471,podcast_episode,False
C014516,album,True
C007109,podcast_episode,False
C032432,audiobook,True
C009578,podcast_episode,False
C008432,song,True
C010762,song,False
C020565,song,False
C010182,song,False
C009498,podcast_episode,False
C026690,song,False
C008373,podcast_episode,False
C001338,song,False
C026186,song,False
C031595,audiobook,True
C006737,song,False
C009745,podcast_episode,False
C008290,podcast_episode,False
C032505,song,True
C014805,audiobook,False
C002000,song,False
C020956,song,False
C015434,podcast_episode,False
C024658,song,False
C020328,album,False
C023004,song,False
C009602,album,False
C022704,podcast_episode,False
C016348,album,True
C001110,song,False
C011646,song,False
C016349,song,False
C012088,podcast_episode,True
C013964,song,False
C032310,song,True
C004115,song,False
C008352,podcast_episode,True
C026709,song,False
C032665,song,False
C004096,song,False
C027582,album,False
C030993,podcast_episode,True
C029418,song,True
C000896,podcast_episode,True
C032270,album,False
C027490,podcast_episode,True
C028271,song,True
C016635,song,False
C032644,album,False
C002733,song,False
C016519,podcast_episode,False
C028841,song,False
C001000,podcast_episode,True
C013908,song,False
C028209,song,False
C009623,podcast_episode,False
C030180,song,False
C016768,podcast_episode,False
C003899,song,True
C032557,podcast_episode,False
C026833,podcast_episode,False
C010596,podcast_episode,True
C013898,podcast_episode,False
C017059,podcast_episode,True
C033595,album,False
C028940,song,False
C006872,podcast_episode,False
C033746,song,False
C023962,song,False
C008767,song,False
C024487,audiobook,False
C019764,podcast_episode,True
C000438,podcast_episode,True
C017902,song,False
C020618,podcast_episode,False
C009720,album,False
C012644,podcast_episode,False
C012796,podcast_episode,True
C000242,song,False
C024635,podcast_episode,False
C007206,song,True
C011380,podcast_episode,False
C026659,podcast_episode,False
C026378,audiobook,True
C014855,podcast_episode,False
C012392,podcast_episode,True
C013434,podcast_episode,False
C003061,podcast_episode,False
C033321,album,False
C021459,song,True
C008684,song,False
C016331,song,True
C019666,podcast_episode,False
C013602,song,False
C003963,song,True
C025629,podcast_episode,True
C010843,album,True
C009225,song,False
C013803,podcast_episode,True
C017148,podcast_episode,True
C027260,podcast_episode,True
C029880,podcast_episode,False
C029612,podcast_episode,False
C031564,podcast_episode,False
C031265,podcast_episode,False
C033226,podcast_episode,True
C015623,song,False
C023381,song,False
C011965,song,False
C021787,song,True
C019065,song,False
C032739,song,True
C013420,podcast_episode,True
C009591,podcast_episode,True
C011079,podcast_episode,True
C029733,song,True
C024392,podcast_episode,True
C013149,podcast_episode,False
C010109,song,False
C020863,song,False
C014556,podcast_episode,False
C019501,song,False
C003380,podcast_episode,False
C012983,song,False
C022859,podcast_episode,False
C017069,audiobook,False
C029528,song,False
C010640,audiobook,False
C031869,audiobook,False
C018454,song,False
C005098,podcast_episode,False
C015000,podcast_episode,True
C015504,podcast_episode,False
C015172,song,False
C007298,song,False
C002986,audiobook,False
C002797,song,False
C018628,song,False
C030641,song,False
C033342,podcast_episode,False
C018439,song,False
C020168,song,True
C000674,song,True
C002306,podcast_episode,False
C032479,album,True
C021587,song,True
C009430,album,False
C022129,song,False
C010318,podcast_episode,False
C016999,album,False
C005366,podcast_episode,False
C016976,song,False
C024032,podcast_episode,False
C001837,song,True
C024380,song,True
C021471,song,True
C007385,song,True
C003417,song,False
C011362,song,False
C007283,album,False
C008104,podcast_episode,True
C020401,audiobook,False
C024618,podcast_episode,False
C001429,album,False
C003504,song,False
C014909,podcast_episode,False
C022720,song,False
C001424,podcast_episode,True
C000625,audiobook,False
C005997,podcast_episode,False
C024903,song,False
C023478,song,True
C004823,podcast_episode,False
C033669,podcast_episode,False
C004832,podcast_episode,False
C017117,podcast_episode,False
C018132,song,False
C019790,podcast_episode,True
C012613,podcast_episode,True
C028118,song,False
C016124,song,False
C029129,song,False
C002380,podcast_episode,False
C021290,podcast_episode,False
C032688,song,False
C021180,song,False
C002167,song,True
C025076,podcast_episode,False
C019634,song,True
C013974,song,False
C018808,song,True
C030764,podcast_episode,True
C009525,album,False
C026131,song,False
C018680,song,False
C014475,song,False
C028008,song,False
C013890,podcast_episode,False
C028084,song,False
C012020,podcast_episode,False
C013476,song,True
C014447,podcast_episode,True
C022915,album,False
C011314,audiobook,False
C020167,song,True
C026141,audiobook,True
C010205,song,False
C023181,song,True
C002399,podcast_episode,False
C017246,song,False
C019795,song,False
C000826,album,False
C016965,song,False
C023411,song,False
C024522,song,False
C025102,podcast_episode,False
C009691,song,False
C012617,podcast_episode,True
C021829,song,False
C016691,podcast_episode,False
C019916,audiobook,True
C028114,song,True
C014048,podcast_episode,True
C011151,song,True
C023787,audiobook,False
C015121,podcast_episode,True
C005022,song,False
C022913,song,False
C004205,song,True
C001988,album,False
C022103,song,True
C027534,song,False
C006304,song,True
C021771,album,True
C005114,song,False
C007655,song,False
C032153,song,False
C018477,song,True
C022876,song,False
C009863,podcast_episode,False
C021339,song,False
C019692,song,False
C031053,song,False
C030709,song,False
C001678,song,False
C025987,song,False
C002999,podcast_episode,False
C006099,song,False
C026196,song,True
C002513,album,False
C016122,song,False
C025732,podcast_episode,True
C018419,podcast_episode,False
C023534,podcast_episode,False
C006145,album,False
C028734,audiobook,True
C019946,song,True
C005964,song,False
C019615,song,False
C022158,song,False
C011722,song,False
C018752,song,True
C007390,song,False
C019392,song,True
C030724,podcast_episode,False
C003766,song,False
C017562,song,True
C001470,podcast_episode,True
C025081,podcast_episode,False
C015603,song,False
C018526,podcast_episode,True
C010986,song,False
C001250,album,True
C008003,song,False
C029414,podcast_episode,False
C019783,album,False
C030403,song,True
C029325,song,False
C026097,podcast_episode,False
C021082,podcast_episode,False
C014633,song,True
C006940,song,False
C024305,song,False
C012528,podcast_episode,False
C001481,song,False
C011161,song,False
C019991,song,True
C016269,podcast_episode,False
C016363,song,False
C002674,song,False
C013586,album,True
C015310,album,True
C007604,song,True
C033100,song,False
C015106,song,True
C002192,song,True
C007301,song,False
C015630,song,False
C022674,song,False
C021342,podcast_episode,False
C033798,song,False
C020377,podcast_episode,False
C021715,podcast_episode,False
C000273,song,False
C001135,song,True
C023046,podcast_episode,True
C033158,song,True
C023239,song,False
C012564,song,True
C015179,song,False
C016012,song,False
C028112,audiobook,True
C028522,podcast_episode,True
C021185,song,False
C022227,podcast_episode,False
C015510,song,False
C023305,song,False
C018659,song,False
C027350,podcast_episode,False
C020352,podcast_episode,True
C022235,podcast_episode,False
C033500,song,False
C024181,song,True
C002311,song,False
C009319,podcast_episode,False
C004006,podcast_episode,True
C006105,podcast_episode,True
C004667,song,True
C028205,song,False
C016443,song,False
C020333,song,False
C002044,song,False
C030698,podcast_episode,True
C029823,song,True
C014951,album,False
C002953,song,False
C009065,song,True
C031303,song,False
C003119,album,False
C018621,song,True
C027981,song,False
C013797,song,True
C020096,podcast_episode,True
C030023,podcast_episode,False
C020672,podcast_episode,False
C028551,album,True
C017250,podcast_episode,False
C006458,song,False
C013729,song,False
C021510,song,False
C005459,podcast_episode,False
C019074,song,False
C008871,podcast_episode,False
C020553,song,False
C029385,audiobook,True
C019014,song,False
C032881,song,True
C003574,song,True
C014279,song,True
C018767,podcast_episode,False
C027092,song,False
C002283,song,False
C000676,song,False
C030252,podcast_episode,False
C001061,podcast_episode,True
C007284,album,False
C023089,podcast_episode,True
C025340,song,True
C027527,song,False
C003735,podcast_episode,False
C022236,song,False
C030321,song,False
C026554,song,False
C012990,album,False
C003400,podcast_episode,True
C029962,audiobook,True
C006165,podcast_episode,True
C026474,podcast_episode,False
C005437,song,False
C031999,podcast_episode,True
C002447,podcast_episode,True
C029118,song,False
C010869,album,False
C002765,song,True
C027910,podcast_episode,False
C013285,song,False
C021071,song,False
C016990,song,True
C015313,audiobook,False
C027298,album,False
C013570,song,False
C010608,song,False
C016053,song,False
C017432,song,True
C018677,podcast_episode,True
C013741,song,False
C016611,song,False
C009084,song,False
C013220,song,False
C017535,song,True
C010529,podcast_episode,True
C001913,podcast_episode,True
C025513,podcast_episode,False
C021974,podcast_episode,True
C028597,song,False
C014581,song,False
C033729,audiobook,False
C008159,album,False
C019526,podcast_episode,False
C001223,song,False
C000969,song,True
C025795,podcast_episode,False
C003090,song,False
C032951,album,False
C010793,song,False
C009545,podcast_episode,True
C021334,audiobook,True
C023079,song,False
C027592,album,False
C000810,album,False
C001874,podcast_episode,True
C031602,album,False
C023463,podcast_episode,False
C010291,podcast_episode,False
C028998,album,True
C027136,podcast_episode,False
C020855,podcast_episode,False
C029618,podcast_episode,True
C032804,audiobook,False
C010539,song,False
C031377,podcast_episode,False
C009659,podcast_episode,True
C030295,song,False
C014304,song,True
C022627,song,False
C006786,podcast_episode,False
C024421,podcast_episode,False
C030589,song,True
C011000,audiobook,False
C017709,podcast_episode,False
C001032,podcast_episode,False
C019106,song,False
C014568,podcast_episode,False
C004687,song,True
C002152,song,False
C003913,song,True
C027230,song,False
C014245,song,False
C012533,song,False
C031855,song,False
C002280,podcast_episode,False
C004809,podcast_episode,True
C016074,audiobook,False
C017105,podcast_episode,False
C027544,song,False
C017552,song,False
C014822,song,False
C006585,song,False
